產品使用分數,使用者地區,性別,年齡,使用累計時間,點數餘額,產品服務使用量,是否使用信用卡付月費,是否為活躍用戶,估計薪資,購買與否
671,Taipei,Female,42,6,0,2,1,0,197202.48,0
495,Taipei,Female,40,1,140197.71,2,1,0,150720.39,0
850,Taipei,Female,28,1,105245.34,1,0,1,74780.13,0
630,Taipei,Male,50,8,0,2,0,1,79377.45,0
588,Taipei,Male,32,1,0,2,1,1,8763.87,0
562,Taichung,Male,35,3,142296.13,1,0,1,177112.7,0
740,Tainan,Female,56,4,99097.33,1,1,1,85016.64,1
695,Taipei,Male,28,5,171069.39,2,1,1,88689.4,0
589,Taipei,Female,39,7,0,2,0,0,95985.64,0
607,Taipei,Female,31,1,102523.88,1,1,1,166792.71,0
794,Taipei,Male,35,6,0,2,1,1,68730.91,0
580,Taichung,Male,44,9,143391.07,1,0,0,146891.07,1
644,Taichung,Female,44,8,106022.73,2,0,0,148727.42,0
636,Tainan,Female,36,1,0,1,1,0,43134.58,0
599,Taichung,Male,36,3,128960.21,2,1,1,40318.33,0
507,Taipei,Female,35,2,0,2,1,0,97633.93,0
682,Taipei,Female,48,7,0,2,1,0,65069.03,0
714,Taipei,Female,24,7,0,2,1,0,166335,0
696,Taipei,Female,25,8,126442.59,1,1,0,121904.44,0
599,Tainan,Male,51,0,0,1,1,1,175235.99,0
577,Taipei,Male,37,2,127261.35,1,1,0,56185.05,0
733,Tainan,Female,32,5,0,2,1,0,131625.14,0
647,Taipei,Female,33,4,0,1,1,0,152323.04,0
831,Taipei,Female,34,2,0,2,0,0,165840.94,0
543,Taichung,Male,30,6,73481.05,1,1,1,176692.65,0
679,Taipei,Male,34,7,160515.37,1,1,0,121904.14,0
713,Taichung,Female,61,4,149525.34,2,1,0,123663.63,0
690,Taichung,Male,43,2,166522.78,1,0,0,119644.59,1
751,Taipei,Male,29,1,135536.5,1,1,0,66825.33,0
613,Taichung,Female,43,10,120481.69,1,0,0,94875.03,1
701,Tainan,Male,28,1,103421.32,1,0,1,76304.73,0
698,Taipei,Male,33,5,135658.73,2,0,1,39755,0
451,Taipei,Female,36,2,0,2,1,1,180142.42,0
665,Taipei,Male,28,8,191402.82,2,1,0,83238.4,0
726,Taichung,Male,50,9,94504.35,1,0,1,5078.9,0
608,Taichung,Female,44,5,126147.84,1,0,1,132424.69,1
549,Taipei,Female,46,7,0,1,1,1,109057.56,0
803,Taipei,Male,33,6,0,2,1,0,115676.61,0
663,Taipei,Male,43,4,87624.03,2,1,0,149401.33,0
558,Taipei,Female,45,1,153697.53,2,0,0,89891.4,1
714,Taipei,Female,25,4,0,2,0,0,82500.84,0
704,Taipei,Male,39,5,0,1,1,0,6416.92,0
805,Taichung,Female,45,9,116585.97,1,1,0,189428.75,1
659,Taichung,Male,34,9,134464.58,2,1,0,178833.34,0
738,Taichung,Male,62,10,83008.31,1,1,1,42766.03,0
635,Tainan,Male,35,2,113635.16,1,1,0,90883.12,0
530,Tainan,Female,36,7,0,2,1,0,80619.09,0
661,Taichung,Male,41,5,122552.48,2,0,1,120646.4,0
531,Tainan,Male,31,2,118899.45,2,0,0,41409.36,0
694,Taipei,Female,29,5,99713.87,1,0,0,112317.89,0
731,Taipei,Female,36,6,0,1,0,0,152128.36,0
556,Taipei,Female,36,2,134208.22,1,0,1,177670.57,0
647,Taichung,Female,41,1,85906.65,3,1,0,189159.97,0
850,Taichung,Male,32,3,137714.25,1,0,1,159403.68,0
573,Tainan,Male,33,1,160777.9,1,1,1,149536.15,0
591,Taipei,Male,45,5,0,2,1,1,155492.87,0
723,Taipei,Male,21,4,0,2,0,0,24847.02,0
617,Taipei,Male,25,1,102585.88,2,1,1,115387.4,0
704,Taichung,Female,39,10,102556.18,2,1,0,171971.25,1
457,Taichung,Male,42,4,126772.57,1,0,1,126106.4,0
787,Taichung,Female,38,3,158373.23,1,1,1,28228.35,0
651,Taipei,Female,34,9,0,2,1,0,138113.71,0
612,Taichung,Male,42,5,141927.1,1,1,1,43018.98,0
828,Tainan,Male,47,1,109876.82,2,1,0,83611.45,1
724,Taipei,Female,34,2,0,2,1,1,118863.38,0
648,Taichung,Male,44,9,111369.79,2,1,1,91947.74,0
569,Tainan,Male,35,3,116969.35,1,0,0,94488.82,0
765,Taichung,Female,34,8,136729.51,2,0,0,47058.21,0
577,Taichung,Female,44,1,152086.15,1,0,1,44719.5,1
603,Tainan,Male,46,2,0,2,1,0,174478.54,0
568,Tainan,Male,28,1,127289.28,1,0,0,45611.51,0
748,Taichung,Male,45,2,119852.01,1,0,0,73853.94,1
573,Tainan,Male,38,4,0,2,1,1,196517.43,0
771,Tainan,Female,41,5,0,2,0,1,92914.67,0
763,Taipei,Male,35,9,0,1,1,1,31372.91,0
410,Taipei,Female,35,7,117183.74,1,1,1,109733.73,0
728,Taipei,Male,33,8,129907.63,1,0,1,36083.96,0
655,Tainan,Female,78,2,0,2,0,1,188435.38,0
580,Taichung,Female,36,6,145387.32,2,1,1,169963.2,1
712,Taipei,Male,35,7,124616.23,1,1,1,69320.97,0
680,Taipei,Male,31,9,0,2,1,0,36145.53,0
383,Tainan,Female,48,8,95808.19,1,0,0,137702.01,1
721,Taipei,Male,35,10,0,2,1,0,71594.26,0
620,Taipei,Female,42,1,0,2,0,1,65565.92,0
774,Tainan,Female,36,8,117152.3,1,0,0,101828.39,0
563,Taipei,Male,35,3,106250.72,1,0,0,39546.32,0
850,Taichung,Female,27,8,111837.78,2,1,1,110805.79,0
681,Taipei,Male,47,9,97023.21,1,1,1,2168.13,0
631,Taipei,Female,31,8,137687.72,1,1,0,190067.12,0
614,Tainan,Female,40,3,113348.5,1,1,1,77789.01,0
704,Tainan,Male,24,10,122109.78,1,1,1,127654.37,0
786,Taipei,Male,32,2,120452.4,2,0,0,79602.86,0
534,Taipei,Female,53,7,0,2,1,1,80619.17,0
590,Tainan,Male,34,0,65812.35,2,0,1,160346.3,0
583,Tainan,Female,40,3,54428.37,1,1,0,109638.78,1
656,Taipei,Female,75,3,0,2,1,1,1276.87,0
597,Taipei,Male,33,9,0,2,1,0,49374.82,0
588,Taichung,Female,48,1,143279.58,2,1,0,31580.8,1
667,Taichung,Male,32,0,103846.65,1,1,0,20560.69,0
627,Taipei,Male,37,2,125190.86,1,0,1,84584.69,0
708,Taipei,Female,33,8,0,2,0,1,15246.83,0
641,Taipei,Male,65,6,38340.02,1,1,0,32607.77,1
527,Taichung,Female,28,2,123802.98,2,1,1,155846.69,0
592,Taipei,Male,37,3,96651.03,1,1,1,3232.82,0
465,Taipei,Male,33,8,0,2,1,0,177668.55,0
628,Taipei,Male,39,6,0,2,0,0,134441.6,0
678,Taipei,Male,43,1,133237.21,1,1,0,111032.79,1
570,Taipei,Female,61,6,142105.35,1,1,1,45214.04,0
815,Taipei,Male,37,1,166115.42,1,1,0,67208.3,0
817,Taipei,Female,37,6,81070.34,2,1,0,80985.88,0
717,Taipei,Male,35,4,0,1,1,1,167573.06,0
641,Taipei,Female,53,0,123835.52,2,0,1,160110.65,0
624,Taipei,Male,51,10,123401.43,2,1,1,127825.25,0
579,Taichung,Male,49,4,169377.31,1,1,1,123535.05,0
698,Taipei,Male,38,2,130015.24,1,1,1,41595.3,0
645,Taipei,Male,32,4,0,2,0,1,97628.08,0
691,Taipei,Male,34,8,133936.04,2,1,0,91359.79,0
638,Taipei,Male,34,6,114543.27,1,1,1,97755.29,0
705,Taipei,Female,31,3,119794.67,1,0,0,182528.44,0
720,Taipei,Male,33,9,0,2,1,1,142956.48,0
553,Tainan,Male,44,4,0,1,1,0,10789.3,0
658,Taipei,Female,29,8,0,2,0,1,130461.09,0
648,Taichung,Female,32,8,157138.99,3,1,0,190994.48,1
636,Tainan,Male,45,3,0,2,1,1,159463.8,0
527,Taichung,Female,41,10,136733.24,1,1,1,57589.29,0
717,Taichung,Female,28,9,82498.14,2,0,0,40437.67,0
614,Tainan,Male,39,3,151914.93,1,0,0,56459.45,0
737,Taipei,Male,43,0,80090.93,1,1,0,39920,1
587,Tainan,Male,51,3,83739.32,1,0,1,148798.45,0
682,Taipei,Female,35,2,181166.44,1,1,1,63737.19,1
710,Taipei,Male,38,3,130588.82,1,1,1,154997.64,0
507,Taipei,Male,42,6,0,2,1,0,34777.23,0
609,Taichung,Male,33,6,94126.67,1,0,0,93718.16,0
786,Taipei,Male,32,9,0,2,1,0,133112.41,0
688,Taipei,Male,38,7,148045.68,1,1,0,175479.92,1
710,Taipei,Male,38,2,0,2,1,0,96.27,0
779,Tainan,Male,33,3,0,2,1,0,30804.68,0
733,Taipei,Female,44,6,168165.84,1,0,1,197193.49,0
583,Taichung,Female,26,10,72835.56,2,1,0,96792.15,0
627,Taipei,Male,41,3,0,2,1,0,132719.8,0
666,Taichung,Male,31,3,123212.08,2,1,1,112157.31,0
620,Tainan,Male,38,0,0,2,1,1,38015.34,0
614,Tainan,Female,39,6,0,2,1,1,164018.98,0
606,Taipei,Male,40,6,119501.88,2,1,0,46774.94,0
700,Taichung,Female,39,5,144550.83,2,1,1,189664.43,0
677,Taichung,Male,34,3,126729.41,1,1,1,26106.39,1
850,Taichung,Male,36,5,119984.07,1,1,0,191535.11,1
564,Taipei,Male,35,4,0,1,1,0,158937.55,0
771,Tainan,Female,56,2,0,1,1,1,25222.6,1
620,Tainan,Male,42,9,121490.05,1,1,1,29296.74,0
610,Tainan,Male,46,5,91897.8,1,1,0,54394.28,0
609,Tainan,Male,39,2,139443.75,2,1,0,9234.06,0
683,Taichung,Male,35,5,144961.97,1,0,1,26796.73,0
633,Taichung,Male,42,3,126041.02,1,0,1,11796.89,0
676,Taichung,Male,28,1,69459.05,2,1,1,128461.29,0
693,Taipei,Male,38,7,198338.77,2,1,1,14278.18,0
709,Taipei,Male,36,0,0,2,1,0,46811.77,0
569,Taichung,Male,35,2,109196.66,3,1,0,109393.19,1
684,Tainan,Female,38,3,134168.5,3,1,0,3966.5,1
565,Taipei,Male,34,6,0,1,1,1,63173.64,0
681,Taipei,Male,29,8,0,1,1,0,66367.33,0
503,Tainan,Female,36,9,0,2,1,1,16274.67,0
656,Taipei,Male,40,2,0,2,1,1,180553.48,0
566,Taichung,Male,65,4,120100.41,1,1,0,107563.16,1
592,Taipei,Female,62,5,0,1,1,1,100941.57,0
687,Tainan,Female,50,5,0,2,1,0,110230.4,0
686,Tainan,Male,22,8,0,2,0,0,142331.85,0
616,Tainan,Male,30,2,0,2,1,0,199099.51,0
494,Tainan,Male,67,5,0,2,1,1,85890.16,0
534,Taipei,Male,38,3,0,1,0,0,143938.27,0
695,Tainan,Female,31,8,0,2,0,1,131644.41,0
579,Tainan,Female,31,9,0,2,1,0,112395.98,0
432,Taichung,Male,38,2,135559.8,2,1,1,71856.3,0
816,Taichung,Female,25,2,150355.35,2,1,1,35770.84,0
730,Taipei,Female,37,1,0,2,1,1,124364.63,0
593,Taipei,Female,35,6,133489.12,2,1,1,78101.29,0
715,Taichung,Female,37,9,105489.31,1,0,0,143096.49,1
775,Taichung,Male,25,10,60205.2,2,1,0,14073.11,0
539,Taipei,Male,38,5,0,2,1,0,47388.41,0
576,Tainan,Male,19,6,0,2,0,0,72306.07,0
617,Tainan,Male,50,7,0,1,1,0,184839.7,1
688,Taipei,Male,40,6,0,1,1,1,47886.44,0
608,Taipei,Male,33,4,0,1,0,1,130474.03,0
597,Tainan,Male,35,9,0,3,0,1,73181.39,1
670,Taipei,Female,42,6,112333.63,1,1,1,65706.86,0
616,Taichung,Female,57,7,116936.81,1,1,1,104379.36,0
579,Taichung,Female,50,5,117721.02,1,0,1,192146.63,1
786,Taipei,Male,37,7,165896.22,2,1,1,66977.68,0
704,Tainan,Female,44,9,153656.85,1,1,0,158742.81,0
796,Taipei,Female,50,1,94164,1,1,1,189414.74,0
598,Tainan,Male,39,1,0,2,1,0,159130.32,0
602,Taipei,Male,49,0,191808.73,1,0,0,97640.2,0
619,Taipei,Male,58,5,152199.33,1,1,1,86022.09,0
492,Taichung,Female,52,8,125396.24,1,1,0,10014.72,1
641,Taichung,Male,41,7,104405.54,3,1,0,17384.21,0
518,Taipei,Female,27,1,133801.49,1,1,1,143315.57,0
623,Tainan,Female,40,4,0,3,1,0,31669.18,0
733,Taipei,Female,28,5,0,2,0,0,12761.16,0
625,Taichung,Male,42,6,100047.33,1,1,0,93429.95,0
759,Taipei,Female,31,1,109848.6,1,1,1,42012.55,0
604,Taipei,Female,32,7,127849.38,1,1,0,15798.7,0
512,Tainan,Female,46,3,0,2,1,1,56408.14,0
520,Taipei,Female,29,8,95947.76,1,1,0,4696.44,0
805,Tainan,Male,26,2,0,2,1,1,25042.1,0
626,Taipei,Male,43,4,137638.69,1,1,0,130442.08,1
656,Taipei,Male,38,10,0,1,1,1,136521.82,0
785,Tainan,Male,41,7,0,2,1,1,199108.88,0
553,Taipei,Male,31,6,0,2,0,0,124596.63,0
569,Taipei,Female,44,4,0,2,0,0,134394.78,0
670,Taipei,Male,38,10,89416.99,1,0,0,144275.39,0
586,Tainan,Male,42,6,0,2,1,1,123410.23,0
617,Tainan,Female,45,1,0,1,1,0,143298.06,0
508,Taipei,Female,60,7,143262.04,1,1,1,129562.74,0
624,Tainan,Female,35,7,119656.45,2,1,1,4595.05,0
654,Taipei,Male,29,4,132954.64,1,1,1,146715.07,0
681,Taichung,Female,44,3,105206.7,2,1,1,163558.36,0
578,Tainan,Male,28,4,0,2,0,0,6947.09,0
621,Tainan,Female,37,9,83061.26,2,1,0,9170.54,0
632,Taipei,Male,40,5,147650.68,1,1,1,199674.83,0
644,Taipei,Male,44,5,73348.56,1,1,0,157166.79,1
821,Taipei,Male,28,2,0,2,1,0,46072.52,0
754,Taipei,Female,38,2,0,2,0,0,3524.69,0
568,Tainan,Female,27,1,116320.68,1,0,1,45563.94,0
584,Taipei,Male,33,3,0,2,0,1,59103.13,0
549,Taipei,Female,29,8,0,2,1,1,189558.44,0
729,Taipei,Female,38,7,0,2,0,0,45779.9,0
523,Taipei,Male,61,8,66250.71,1,1,1,21859.06,0
477,Taichung,Female,24,2,95675.62,2,0,0,162699.7,1
675,Taichung,Male,42,2,92616.64,2,1,0,8567.18,0
782,Tainan,Female,41,4,0,1,1,0,132943.88,0
616,Tainan,Female,36,6,0,1,1,1,12916.32,1
738,Tainan,Female,37,8,100565.94,1,1,1,128799.86,0
717,Tainan,Female,42,5,190305.78,1,1,0,99347.8,1
526,Taichung,Female,35,9,118536.4,1,1,0,40980.87,1
660,Taipei,Male,19,5,127649.64,1,1,1,40368.65,0
525,Taipei,Male,35,7,165358.77,1,0,1,94738.54,0
629,Tainan,Male,29,6,0,2,1,1,88842.8,0
616,Taichung,Female,36,10,78249.53,1,1,0,136934.91,0
521,Taichung,Female,61,0,125193.96,1,1,1,109356.53,0
691,Taipei,Female,29,9,0,2,0,0,199635.93,0
687,Taichung,Female,41,2,154007.21,1,1,0,158408.23,0
677,Tainan,Female,43,3,133214.88,2,1,1,95936.84,0
695,Tainan,Male,63,1,146202.93,1,1,1,126688.83,1
663,Taipei,Female,27,9,0,2,1,0,150850.29,0
496,Taipei,Male,30,0,90963.49,1,0,1,27802,0
747,Tainan,Male,41,9,0,1,1,0,32430.94,1
546,Taipei,Female,52,2,0,1,1,0,137332.37,1
706,Tainan,Male,68,4,114386.85,1,1,1,28601.68,0
472,Taipei,Female,26,5,0,2,1,0,108411.66,0
703,Taipei,Female,40,7,0,2,0,1,122518.5,0
850,Taipei,Female,38,2,0,2,1,0,9015.07,0
667,Tainan,Male,71,4,137260.78,1,0,1,94433.08,1
559,Taipei,Male,33,9,111060.05,2,1,0,110371.84,0
636,Tainan,Male,60,7,124447.73,1,1,1,141364.62,1
672,Taipei,Female,34,8,0,2,1,1,16245.25,0
667,Taipei,Male,42,7,0,1,0,1,108348.94,1
648,Taichung,Male,33,7,135310.41,2,0,1,171668.2,0
497,Taipei,Male,32,8,0,2,1,0,67364.42,0
743,Taipei,Female,73,6,0,2,0,1,107867.38,0
619,Taipei,Male,29,5,0,2,1,0,194310.1,0
639,Tainan,Male,34,5,139393.19,2,0,0,33950.08,0
540,Tainan,Male,28,8,0,2,0,0,197588.32,0
766,Taipei,Female,26,3,104258.8,1,1,1,428.23,0
749,Taipei,Female,26,6,0,2,0,1,34948.77,0
655,Taichung,Male,32,9,113447.01,1,1,0,82084.3,0
630,Taipei,Male,33,9,0,2,1,0,64804.59,0
778,Taichung,Female,33,4,111063.73,2,1,0,83556.65,0
757,Taichung,Female,30,6,161378.02,1,0,0,71926.28,1
529,Tainan,Female,39,2,82766.43,1,1,1,122925.44,0
620,Tainan,Male,29,9,0,2,1,0,13133.88,0
615,Taipei,Female,61,1,104267.7,1,1,0,62845.64,1
735,Taipei,Female,25,3,91718.8,1,0,0,28411.23,0
705,Tainan,Female,47,3,63488.7,1,0,1,28640.92,1
644,Tainan,Female,46,6,12459.19,1,0,0,156787.34,1
505,Taichung,Female,37,6,159863.9,2,0,1,125307.87,0
471,Taichung,Male,23,6,104592.55,2,1,0,131736.23,0
722,Tainan,Female,50,4,132088.59,1,1,1,128262.14,0
577,Tainan,Female,39,4,0,2,1,0,91366.42,0
744,Tainan,Male,44,5,120654.68,1,1,0,82290.81,0
573,Taipei,Female,30,6,0,2,1,0,66190.21,0
653,Taipei,Female,32,4,83772.95,1,0,1,23920.65,0
660,Taipei,Female,31,6,172325.67,1,0,1,45438.38,0
787,Taipei,Male,46,7,117685.31,2,1,1,93360.35,0
617,Taipei,Male,41,7,0,2,0,1,14496.67,0
567,Taipei,Male,39,5,0,2,0,0,168521.72,0
682,Tainan,Female,64,9,0,2,1,1,103318.44,0
684,Taipei,Male,35,6,135871.5,1,1,1,87219.41,0
447,Taipei,Male,41,3,0,4,1,1,197490.39,1
625,Taichung,Female,49,4,128504.76,1,1,0,126812.63,1
585,Taipei,Male,36,7,0,2,1,0,94283.09,0
516,Taipei,Female,42,8,56228.25,1,1,0,46857.52,0
732,Taichung,Female,45,6,98792.4,1,1,0,81491.7,1
628,Taichung,Male,40,5,181768.32,2,1,1,129107.97,0
682,Tainan,Female,48,9,101198.01,1,1,1,49732.9,0
746,Taipei,Male,25,9,0,2,0,1,88728.47,0
655,Taipei,Female,60,3,0,2,1,1,86981.45,0
644,Taipei,Female,39,9,0,1,1,0,3740.93,0
778,Taipei,Male,34,5,139064.06,2,0,0,67949.32,0
617,Taipei,Female,35,2,104508.1,1,1,1,147636.46,0
660,Taichung,Male,35,9,113948.58,1,1,0,188891.96,1
537,Taipei,Male,47,10,0,2,0,1,25482.62,0
554,Taipei,Female,39,10,0,2,1,1,18391.93,0
806,Taipei,Male,31,9,0,2,0,1,140168.36,0
611,Taichung,Male,37,1,117524.72,2,0,1,161064.29,0
665,Taipei,Female,37,5,160389.82,1,0,1,183542.08,0
648,Taipei,Female,37,7,0,2,1,0,194238.92,0
692,Taipei,Male,27,1,125547.53,1,0,0,7900.46,0
507,Tainan,Male,46,6,92783.68,1,1,1,51424.29,0
696,Taichung,Male,49,5,97036.22,2,1,0,152450.84,1
681,Taipei,Male,34,3,0,2,0,0,55816.2,0
687,Taipei,Female,26,6,0,2,1,1,32909.13,0
641,Tainan,Male,40,5,102145.13,1,1,1,100637.07,0
507,Taipei,Female,33,1,113452.66,1,0,0,142911.99,0
688,Tainan,Female,46,8,155681.72,1,1,0,26287.21,0
535,Taichung,Male,38,8,127475.24,1,0,0,60775.76,1
701,Taipei,Male,41,10,0,2,1,1,146257.77,0
488,Taipei,Male,43,10,112751.13,1,1,1,28332,0
539,Taipei,Female,29,4,0,2,1,1,100919.19,0
674,Taipei,Male,45,7,144889.18,1,1,1,102591.9,1
538,Tainan,Male,40,8,0,2,1,1,25554.4,0
829,Taipei,Female,22,7,150126.44,1,1,0,152107.93,1
768,Taipei,Male,54,8,69712.74,1,1,1,69381.05,0
585,Tainan,Female,44,4,0,2,0,1,101728.46,0
581,Taipei,Male,31,3,0,2,0,0,89040.61,0
682,Taichung,Female,35,2,117438.92,2,1,1,16910.98,0
653,Taipei,Male,38,8,119315.75,1,1,0,150468.35,0
712,Taipei,Female,30,1,89571.59,1,1,1,177613.19,0
620,Taichung,Female,34,8,102251.57,1,1,0,120672.09,0
709,Taipei,Male,42,9,118546.71,1,0,1,77142.85,0
832,Taipei,Male,61,2,0,1,0,1,127804.66,1
635,Tainan,Male,38,0,103257.14,1,0,0,158344.63,0
749,Tainan,Female,43,1,124209.02,1,1,1,167179.48,0
629,Tainan,Male,32,3,0,2,1,1,15404.64,0
836,Tainan,Female,41,7,150302.84,1,1,1,156036.19,0
542,Tainan,Male,34,8,108653.93,1,0,1,144725.14,0
645,Taipei,Female,45,8,85325.93,1,0,0,22558.74,0
844,Taipei,Female,29,8,0,2,0,0,147342.03,0
747,Taichung,Male,37,9,135776.36,3,1,0,85470.45,1
645,Taipei,Male,40,6,131411.24,1,1,1,194656.11,0
752,Tainan,Female,36,3,0,2,1,1,48505.1,0
760,Tainan,Female,41,6,0,2,0,0,101491.23,0
714,Taichung,Female,45,9,106431.97,2,1,1,164117.69,0
717,Taipei,Male,50,9,90305.76,1,1,1,124626.57,0
645,Taichung,Male,28,7,117466.03,2,1,1,34490.06,0
681,Taipei,Male,32,3,148884.47,2,1,1,90967.37,0
681,Taichung,Female,44,4,91115.76,2,0,0,24208.84,1
679,Taichung,Female,37,8,77373.87,2,0,1,174873.09,0
528,Tainan,Male,23,7,104744.89,1,1,0,170262.97,0
710,Taipei,Female,31,3,0,2,1,1,112289.06,0
733,Taichung,Male,39,5,91538.51,1,1,1,93783,0
724,Taipei,Female,32,6,0,2,1,1,150026.79,0
726,Taipei,Female,34,0,185734.75,1,1,1,102036.82,0
520,Taipei,Male,30,3,143396.54,2,1,1,898.51,0
556,Taipei,Male,40,5,125909.85,1,1,1,95124.4,0
579,Taipei,Female,45,2,0,2,0,0,11514.39,0
674,Taipei,Male,36,2,154525.7,1,0,1,27468.72,0
570,Taipei,Female,29,0,0,1,1,0,37092.43,0
631,Taipei,Male,51,8,100654.8,1,1,0,171587.9,0
623,Tainan,Male,44,1,83325.77,1,0,1,80828.78,0
665,Taipei,Male,35,8,110934.54,1,1,0,169287.99,0
523,Tainan,Female,36,8,113680.54,1,0,0,13197.44,0
706,Taichung,Male,31,1,117020.08,2,1,0,54439.53,0
619,Taipei,Female,49,9,145359.99,1,1,0,38186.85,0
593,Taichung,Female,39,8,151391.68,1,1,0,27274.6,1
608,Tainan,Male,66,8,123935.35,1,1,1,65758.19,0
526,Taipei,Female,36,0,0,2,1,0,97767.63,0
684,Tainan,Male,40,2,70291.02,1,1,1,115468.84,1
604,Taichung,Female,42,10,166031.45,1,1,0,98293.14,0
636,Taichung,Male,36,6,96643.32,1,0,0,182059.28,0
669,Tainan,Female,33,8,0,2,0,1,128538.05,0
624,Taipei,Male,71,7,0,2,1,1,108841.83,0
631,Taipei,Male,29,2,0,2,1,1,18581.84,0
753,Taipei,Male,48,4,0,2,0,1,146821.42,0
588,Taipei,Male,40,5,0,2,0,0,100727.68,0
729,Taichung,Male,26,4,97268.1,2,1,0,39356.38,0
602,Taipei,Female,42,10,0,2,0,0,169921.11,1
689,Taichung,Female,55,1,76296.81,1,1,0,42364.75,1
486,Tainan,Male,27,7,0,2,1,0,28823.04,0
809,Taichung,Female,42,6,64497.94,3,0,1,182436.81,1
562,Taipei,Male,38,5,0,1,1,0,115700.2,0
763,Tainan,Female,32,8,0,2,1,0,16725.53,0
669,Taipei,Male,57,5,0,2,1,1,56875.76,0
709,Taipei,Male,39,8,0,2,1,0,56214.09,0
554,Tainan,Female,45,4,0,2,1,1,193412.05,0
699,Taipei,Male,37,10,0,2,0,0,83263.04,0
732,Tainan,Male,54,0,134249.7,1,0,1,13404.4,0
625,Taipei,Female,45,3,0,1,1,1,184474.15,1
599,Taipei,Male,30,9,105443.68,1,1,1,121124.53,0
584,Tainan,Female,50,1,0,1,0,1,152567.75,1
499,Taipei,Male,35,10,0,2,1,0,10722.54,0
526,Tainan,Male,38,2,0,2,0,0,58010.98,0
625,Taichung,Female,35,5,86147.46,2,1,0,163440.8,1
537,Tainan,Female,38,1,96939.06,1,1,1,102606.92,0
696,Tainan,Male,47,1,106758.6,1,1,1,80591.18,0
679,Taipei,Female,33,9,112528.65,2,1,0,177362.45,0
684,Taipei,Male,60,2,116563.58,1,1,0,120257.7,1
850,Taipei,Male,32,4,0,1,1,1,180622.02,0
495,Tainan,Female,42,7,0,2,0,0,130404.53,0
537,Tainan,Female,38,6,141786.78,1,0,1,147797.54,0
850,Taipei,Male,41,3,136416.82,1,0,1,57844.26,0
513,Taipei,Male,30,5,0,2,1,0,162523.66,0
618,Taichung,Female,40,1,133245.52,2,1,1,54495.82,0
802,Taichung,Female,41,4,90757.64,2,0,1,169183.66,0
547,Taipei,Male,43,1,92350.36,1,0,1,80262.91,0
613,Taichung,Male,69,9,78778.49,1,0,1,8751.59,0
592,Taichung,Female,34,6,102143.93,2,1,1,102628.98,0
546,Taipei,Male,29,5,0,1,1,1,94823.95,0
721,Taichung,Male,37,4,98459.6,1,0,0,90821.66,0
671,Taichung,Female,47,7,114603.76,2,1,0,153194.32,1
624,Tainan,Male,35,2,0,2,1,0,87310.59,0
751,Taichung,Female,51,7,148074.79,1,1,0,146411.41,1
636,Tainan,Male,36,1,0,3,1,1,74048.1,1
607,Tainan,Female,62,8,108004.64,1,1,1,23386.77,1
509,Taichung,Female,29,0,107712.57,2,1,1,92898.17,0
653,Tainan,Male,35,9,0,2,1,1,45956.05,0
709,Tainan,Female,37,8,0,3,1,0,71738.56,0
559,Taipei,Male,32,9,145303.52,1,1,0,103560.98,0
684,Taichung,Male,37,4,138476.41,2,1,1,52367.29,0
635,Taipei,Female,27,8,127471.56,1,1,1,152916.05,1
709,Taipei,Male,26,6,156551.63,1,0,1,4410.77,0
656,Taichung,Female,49,9,97092.87,1,1,0,74771.22,1
793,Taipei,Male,32,2,0,2,1,0,193817.63,1
609,Tainan,Male,37,5,129312.79,1,1,1,26793.82,0
618,Taichung,Female,29,10,100315.1,2,1,1,32526.64,0
850,Taipei,Female,35,6,81684.97,1,1,0,824,0
669,Tainan,Male,51,3,88827.53,1,0,0,85250.77,1
594,Taichung,Male,40,0,152092.44,2,1,1,83508.93,0
616,Tainan,Male,71,4,0,2,1,1,173599.38,0
676,Taipei,Female,49,1,0,1,1,0,79342.31,1
608,Tainan,Female,38,9,102406.76,1,0,1,57600.66,0
710,Taipei,Male,21,4,109130.96,2,1,1,56191.99,0
695,Taipei,Male,29,5,0,2,1,1,6770.44,0
530,Taichung,Male,33,9,75242.28,1,0,1,101694.67,0
509,Tainan,Male,29,1,0,2,1,0,69113.14,0
517,Taipei,Female,45,4,0,1,0,0,172674.36,1
758,Taichung,Male,33,0,129142.54,2,1,1,26606.28,0
665,Taipei,Male,51,2,0,1,0,0,53353.36,0
631,Taichung,Female,22,6,139129.92,1,1,1,63747.51,0
576,Tainan,Male,33,3,0,2,0,1,190112.05,0
544,Tainan,Male,22,3,66483.32,1,0,1,110317.39,0
596,Taichung,Male,40,5,62389.03,3,1,0,148623.43,1
481,Taipei,Female,34,5,0,2,1,1,125253.46,0
498,Taipei,Male,46,1,91857.66,1,1,0,101954.78,1
512,Tainan,Male,31,6,0,2,1,0,168462.26,0
594,Taipei,Female,56,7,0,1,1,0,26215.85,1
570,Taipei,Female,30,10,176173.52,1,1,0,97045.32,1
721,Tainan,Male,38,7,0,1,0,1,53534.8,0
453,Taipei,Female,37,4,131834.76,2,1,0,8949.2,0
562,Taipei,Male,48,3,92347.96,1,1,1,163116.75,0
682,Taipei,Male,40,4,0,2,1,1,140745.91,0
748,Taipei,Male,40,3,95297.11,1,0,0,171515.84,0
729,Taipei,Female,32,9,0,2,0,0,150803.44,0
